1687242625621,1.609913338649632,1.05257,0.4308428670370144,2.16023,268.01825,2.77714,1.286315283859209,0.959544,0.5533006636173228,339.563,237.61200000000008,291.219,1.2987898973241594,0.959626,0.3062430979548641,338.742,298.9285,64.3122
1687242625674,1.6086022528656514,1.05374,0.4309054501580939,1.84405,268.12051,2.59598,1.2865486531275525,0.960579,0.550629608435453,338.885,236.07899999999995,290.559,1.2970465984417352,0.95594,0.3083209444377734,337.758,299.4523,68.0734
1687242625731,1.607469650480737,1.05444,0.4310516976458882,1.58852,268.24455,2.7371,1.2865543877054768,0.960153,0.5502112484055554,339.241,236.32899999999995,288.922,1.2973930869101105,0.953487,0.309534751993065,337.67,298.7122,67.5606
1687242625786,1.606308640254466,1.05507,0.4309087181561208,1.27018,268.31708,2.68438,1.2905141638021402,0.960176,0.5491020043998049,337.104,235.569,288.842,1.298712419834506,0.950681,0.3118711468386778,337.475,299.7338,67.4546
1687242625841,1.6051639009322265,1.05397,0.4308819292756211,1.79077,268.47242,2.43296,1.2943912416414871,0.957453,0.5427548239684918,337.116,233.99800000000005,289.668,1.2987609319622595,0.949028,0.3127650512985955,336.784,299.2525,68.7267
1687242625897,1.6045769102108878,1.05265,0.430869104570465,2.64878,268.51726,2.5682,1.2970783443505898,0.954783,0.5384226185219861,336.224,233.92000000000007,290.391,1.298055869709226,0.947841,0.3141952464004425,336.312,299.86990000000003,69.9052
1687242625953,1.604253899022588,1.05151,0.4305207215452858,3.12338,268.40188,2.76234,1.2951452158247592,0.950974,0.5342749214377454,338.158,233.271,291.412,1.2980760561741318,0.947731,0.3143917368751088,336.522,299.4198,69.8654
1687242626008,1.604322380931299,1.0508,0.430013710669486,3.34091,268.08367,2.79836,1.293526191180967,0.946734,0.5319047728764115,339.083,233.962,289.456,1.3003090446543328,0.947721,0.3158713702105301,335.989,300.0771,70.7878
1687242626064,1.604943705790701,1.05101,0.4295686409905715,3.35895,268.06821,2.79072,1.2932458845543933,0.945434,0.5332180497684258,338.882,234.586,290.763,1.3048915206726486,0.948213,0.3168281443696499,334.305,301.866,68.2684
1687242626119,1.6053120586587777,1.05172,0.4291761418509802,2.96062,267.9905,2.85628,1.292694228879324,0.943969,0.5352755132592717,338.626,234.964,288.973,1.3067061385445058,0.947293,0.3156473099277669,334.707,301.2079,69.0061
1687242626175,1.605517342982764,1.05205,0.4287006655462863,2.74782,267.80481,2.89155,1.2945548179151518,0.943215,0.5351699981430232,338.384,235.118,289.777,1.309167198146695,0.945949,0.3154706851150377,334.035,301.2114,70.3879
1687242626232,1.6058451512194691,1.05214,0.4284292656753425,2.49237,267.87534,3.04948,1.29769325596968,0.940098,0.5346876543051953,338.876,236.40100000000007,291.134,1.3126326003788928,0.942254,0.3166008151115774,332.007,302.1401,68.4091
